Title,Text,Label
Dekorasi Meja,"Berikut ide kreatif untuk memanfaatkan styrofoam menjadi kerajinan yang berguna. Sebelum mulai, pastikan Anda memiliki: Benang dan Kapas. Berikut panduan lengkap pembuatannya: Tahap 1: susun styrofoam sesuai pola Tahap 2: tambahkan benang Tahap 3: kapas untuk menghias dan menjadikannya dekorasi meja. Begitu mudahnya mengubah styrofoam menjadi dekorasi meja. Ayo dicoba!",Plastik
Pot Tanaman,"Daripada dibuang, botol plastik bisa dikreasikan menjadi pot tanaman yang cantik. Sebelum mulai, pastikan Anda memiliki: Lilin dan Kain. Langkah-langkah pembuatannya adalah: (1) susun botol plastik sesuai pola (2) tambahkan lilin (3) kain untuk menghias dan menjadikannya pot tanaman. Mudah bukan? Sekarang botol plastik Anda sudah menjadi pot tanaman yang bermanfaat.",Plastik
Hiasan Dinding,"Berikut ide kreatif untuk memanfaatkan kain perca menjadi kerajinan yang berguna. Persiapkan terlebih dahulu Paku, Benang, Kain dan Kapas. Proses pembuatan bisa dilakukan dengan cara berikut: 1. susun kain perca sesuai pola 2. tambahkan paku 3. benang 4. kain 5. kapas untuk menghias dan menjadikannya hiasan dinding. Mudah bukan? Sekarang kain perca Anda sudah menjadi hiasan dinding yang bermanfaat.",Tekstil
Kotak Penyimpanan,"Daripada dibuang, rak buku rusak bisa dikreasikan menjadi kotak penyimpanan yang cantik. Bahan yang diperlukan cukup sederhana: Gunting, Paku, Stiker dan Cat. Proses pembuatan bisa dilakukan dengan cara berikut: (1) susun rak buku rusak sesuai pola (2) tambahkan gunting (3) paku (4) stiker (5) cat untuk menghias dan menjadikannya kotak penyimpanan. Begitu mudahnya mengubah rak buku rusak menjadi kotak penyimpanan. Ayo dicoba!",Kayu
Aksesoris Rumah,"Daripada dibuang, mainan bisa dikreasikan menjadi aksesoris rumah yang cantik. Sebelum mulai, pastikan Anda memiliki: Paku, Kain, Lilin dan Kapas. Langkah-langkah pembuatannya adalah: Langkah 1: potong mainan bekas menjadi ukuran sesuai kebutuhan Langkah 2: tambahkan paku Langkah 3: kain Langkah 4: lilin Langkah 5: kapas Langkah 6: jadikan aksesoris rumah. Begitu mudahnya mengubah mainan menjadi aksesoris rumah. Ayo dicoba!",Lainnya
Kotak Penyimpanan,"Daripada dibuang, rak buku rusak bisa dikreasikan menjadi kotak penyimpanan yang cantik. Sebelum mulai, pastikan Anda memiliki: Lem, Cat dan Kain. Ikuti langkah-langkah pembuatan berikut: Tahap 1: gabungkan rak buku rusak dengan lem Tahap 2: cat Tahap 3: kain Tahap 4: bentuk menjadi kotak penyimpanan. Dengan kreativitas, rak buku rusak bisa menjadi kotak penyimpanan yang berguna.",Kayu
Mainan Anak,"Berikut ide kreatif untuk memanfaatkan kaleng minuman menjadi kerajinan yang berguna. Persiapkan terlebih dahulu Lem dan Cat. Cara membuatnya cukup mudah: (1) bersihkan kaleng minuman (2) gunakan lem (3) cat untuk memperkuat struktur dan ubah menjadi mainan anak. Dengan kreativitas, kaleng minuman bisa menjadi mainan anak yang berguna.",Logam
Tempat Sampah Unik,"Daripada dibuang, kaleng minuman bisa dikreasikan menjadi tempat sampah unik yang cantik. Kumpulkan bahan-bahan berikut ini: Cat, Kapas, Paku dan Kain. Cara membuatnya cukup mudah: Tahap 1: potong kaleng minuman menjadi ukuran sesuai kebutuhan Tahap 2: tambahkan cat Tahap 3: kapas Tahap 4: paku Tahap 5: kain Tahap 6: jadikan tempat sampah unik. Demikian cara membuat tempat sampah unik dari kaleng minuman. Selamat berkreasi!",Logam
Tas Kecil,"Ingin mendaur ulang kain perca? Anda bisa membuatnya menjadi tas kecil yang menarik! Untuk membuatnya, siapkan bahan-bahan berikut: Cat, Kapas dan Lilin. Langkah-langkah pembuatannya adalah: Tahap 1: susun kain perca sesuai pola Tahap 2: tambahkan cat Tahap 3: kapas Tahap 4: lilin untuk menghias dan menjadikannya tas kecil. Selamat mencoba! Semoga berhasil membuat tas kecil yang bagus.",Tekstil
Mainan Baru,"Punya mainan yang tidak terpakai? Yuk, sulap menjadi mainan baru! Bahan yang diperlukan cukup sederhana: Kain dan Paku. Proses pembuatan bisa dilakukan dengan cara berikut: Tahap 1: gabungkan mainan bekas dengan kain Tahap 2: paku Tahap 3: bentuk menjadi mainan baru. Begitu mudahnya mengubah mainan menjadi mainan baru. Ayo dicoba!",Lainnya
Tempat Pensil,"Mari mengubah botol plastik menjadi sesuatu yang bernilai dengan membuat tempat pensil. Sebelum mulai, pastikan Anda memiliki: Kain dan Lilin. Ikuti langkah-langkah pembuatan berikut: Langkah 1: susun botol plastik sesuai pola Langkah 2: tambahkan kain Langkah 3: lilin untuk menghias dan menjadikannya tempat pensil. Selamat mencoba! Semoga berhasil membuat tempat pensil yang bagus.",Plastik
Kotak Penyimpanan,"Daripada dibuang, rak buku rusak bisa dikreasikan menjadi kotak penyimpanan yang cantik. Persiapkan terlebih dahulu Paku, Stiker dan Lem. Berikut panduan lengkap pembuatannya: 1. bersihkan rak buku rusak 2. gunakan paku 3. stiker 4. lem untuk memperkuat struktur dan ubah menjadi kotak penyimpanan. Selamat mencoba! Semoga berhasil membuat kotak penyimpanan yang bagus.",Kayu
Hiasan Dinding,Mari mengubah kardus menjadi sesuatu yang bernilai dengan membuat hiasan dinding. Kumpulkan bahan-bahan berikut ini: Benang dan Kain. Ikuti langkah-langkah pembuatan berikut: Langkah 1: bersihkan kardus bekas Langkah 2: gunakan benang Langkah 3: kain untuk memperkuat struktur dan ubah menjadi hiasan dinding. Demikian cara membuat hiasan dinding dari kardus. Selamat berkreasi!,Kertas
Anyaman Tas,"Berikut ide kreatif untuk memanfaatkan kantong plastik menjadi kerajinan yang berguna. Sebelum mulai, pastikan Anda memiliki: Kayu dan Kain. Proses pembuatan bisa dilakukan dengan cara berikut: 1. bersihkan kantong plastik 2. gunakan kayu 3. kain untuk memperkuat struktur dan ubah menjadi anyaman tas. Selamat mencoba! Semoga berhasil membuat anyaman tas yang bagus.",Plastik
Dekorasi Unik,"Mari mengubah mainan menjadi sesuatu yang bernilai dengan membuat dekorasi unik. Bahan yang diperlukan cukup sederhana: Kayu, Lem dan Benang. Cara membuatnya cukup mudah: 1. gabungkan mainan bekas dengan kayu 2. lem 3. benang 4. bentuk menjadi dekorasi unik. Selamat mencoba! Semoga berhasil membuat dekorasi unik yang bagus.",Lainnya
Boneka Mini,"Berikut ide kreatif untuk memanfaatkan kain perca menjadi kerajinan yang berguna. Kumpulkan bahan-bahan berikut ini: Benang dan Kayu. Berikut panduan lengkap pembuatannya: 1. potong kain perca menjadi ukuran sesuai kebutuhan 2. tambahkan benang 3. kayu 4. jadikan boneka mini. Dengan kreativitas, kain perca bisa menjadi boneka mini yang berguna.",Tekstil
Meja Unik,"Punya ban yang tidak terpakai? Yuk, sulap menjadi meja unik! Untuk membuatnya, siapkan bahan-bahan berikut: Kapas dan Lem. Cara membuatnya cukup mudah: (1) potong ban bekas menjadi ukuran sesuai kebutuhan (2) tambahkan kapas (3) lem (4) jadikan meja unik. Selamat mencoba! Semoga berhasil membuat meja unik yang bagus.",Karet
Vas Dekorasi,"Berikut ide kreatif untuk memanfaatkan pecahan kaca menjadi kerajinan yang berguna. Untuk membuatnya, siapkan bahan-bahan berikut: Kapas, Cat, Lem dan Kayu. Berikut panduan lengkap pembuatannya: (1) susun pecahan kaca sesuai pola (2) tambahkan kapas (3) cat (4) lem (5) kayu untuk menghias dan menjadikannya vas dekorasi. Mudah bukan? Sekarang pecahan kaca Anda sudah menjadi vas dekorasi yang bermanfaat.",Kaca
Tas Kecil,"Punya kain perca yang tidak terpakai? Yuk, sulap menjadi tas kecil! Untuk membuatnya, siapkan bahan-bahan berikut: Benang, Paku dan Stiker. Ikuti langkah-langkah pembuatan berikut: Langkah 1: susun kain perca sesuai pola Langkah 2: tambahkan benang Langkah 3: paku Langkah 4: stiker untuk menghias dan menjadikannya tas kecil. Dengan kreativitas, kain perca bisa menjadi tas kecil yang berguna.",Tekstil
Aksesoris Rumah,"Mari mengubah mainan menjadi sesuatu yang bernilai dengan membuat aksesoris rumah. Bahan yang diperlukan cukup sederhana: Kayu, Kapas dan Lem. Proses pembuatan bisa dilakukan dengan cara berikut: 1. potong mainan bekas menjadi ukuran sesuai kebutuhan 2. tambahkan kayu 3. kapas 4. lem 5. jadikan aksesoris rumah. Begitu mudahnya mengubah mainan menjadi aksesoris rumah. Ayo dicoba!",Lainnya
Dekorasi Meja,"Daripada dibuang, styrofoam bisa dikreasikan menjadi dekorasi meja yang cantik. Untuk membuatnya, siapkan bahan-bahan berikut: Kain, Kayu dan Stiker. Berikut panduan lengkap pembuatannya: Tahap 1: gabungkan styrofoam dengan kain Tahap 2: kayu Tahap 3: stiker Tahap 4: bentuk menjadi dekorasi meja. Dengan kreativitas, styrofoam bisa menjadi dekorasi meja yang berguna.",Plastik
Kerajinan Kayu,"Ingin mendaur ulang rak buku rusak? Anda bisa membuatnya menjadi kerajinan kayu yang menarik! Sebelum mulai, pastikan Anda memiliki: Stiker, Gunting, Benang dan Cat. Proses pembuatan bisa dilakukan dengan cara berikut: (1) bersihkan rak buku rusak (2) gunakan stiker (3) gunting (4) benang (5) cat untuk memperkuat struktur dan ubah menjadi kerajinan kayu. Selamat mencoba! Semoga berhasil membuat kerajinan kayu yang bagus.",Kayu
Bunga Plastik,"Berikut ide kreatif untuk memanfaatkan kantong plastik menjadi kerajinan yang berguna. Sebelum mulai, pastikan Anda memiliki: Gunting dan Paku. Langkah-langkah pembuatannya adalah: Langkah 1: susun kantong plastik sesuai pola Langkah 2: tambahkan gunting Langkah 3: paku untuk menghias dan menjadikannya bunga plastik. Selamat mencoba! Semoga berhasil membuat bunga plastik yang bagus.",Plastik
Lampu Hias,"Mari mengubah botol plastik menjadi sesuatu yang bernilai dengan membuat lampu hias. Persiapkan terlebih dahulu Lem, Lilin dan Kayu. Ikuti langkah-langkah pembuatan berikut: Tahap 1: gabungkan botol plastik dengan lem Tahap 2: lilin Tahap 3: kayu Tahap 4: bentuk menjadi lampu hias. Demikian cara membuat lampu hias dari botol plastik. Selamat berkreasi!",Plastik
Tempat Pensil,"Ingin mendaur ulang botol plastik? Anda bisa membuatnya menjadi tempat pensil yang menarik! Sebelum mulai, pastikan Anda memiliki: Stiker dan Lem. Cara membuatnya cukup mudah: (1) gabungkan botol plastik dengan stiker (2) lem (3) bentuk menjadi tempat pensil. Selamat mencoba! Semoga berhasil membuat tempat pensil yang bagus.",Plastik
Mainan Anak,"Daripada dibuang, kaleng minuman bisa dikreasikan menjadi mainan anak yang cantik. Sebelum mulai, pastikan Anda memiliki: Benang dan Kayu. Berikut panduan lengkap pembuatannya: Tahap 1: susun kaleng minuman sesuai pola Tahap 2: tambahkan benang Tahap 3: kayu untuk menghias dan menjadikannya mainan anak. Dengan kreativitas, kaleng minuman bisa menjadi mainan anak yang berguna.",Logam
Miniatur Kendaraan,"Daripada dibuang, kaleng minuman bisa dikreasikan menjadi miniatur kendaraan yang cantik. Untuk membuatnya, siapkan bahan-bahan berikut: Kayu dan Paku. Cara membuatnya cukup mudah: 1. bersihkan kaleng minuman 2. gunakan kayu 3. paku untuk memperkuat struktur dan ubah menjadi miniatur kendaraan. Demikian cara membuat miniatur kendaraan dari kaleng minuman. Selamat berkreasi!",Logam
Tempat Duduk,"Berikut ide kreatif untuk memanfaatkan ban menjadi kerajinan yang berguna. Untuk membuatnya, siapkan bahan-bahan berikut: Kayu dan Stiker. Cara membuatnya cukup mudah: Langkah 1: gabungkan ban bekas dengan kayu Langkah 2: stiker Langkah 3: bentuk menjadi tempat duduk. Mudah bukan? Sekarang ban Anda sudah menjadi tempat duduk yang bermanfaat.",Karet
Kotak Penyimpanan,"Daripada dibuang, rak buku rusak bisa dikreasikan menjadi kotak penyimpanan yang cantik. Bahan yang diperlukan cukup sederhana: Kapas, Kayu dan Lem. Berikut panduan lengkap pembuatannya: (1) bersihkan rak buku rusak (2) gunakan kapas (3) kayu (4) lem untuk memperkuat struktur dan ubah menjadi kotak penyimpanan. Mudah bukan? Sekarang rak buku rusak Anda sudah menjadi kotak penyimpanan yang bermanfaat.",Kayu
Dekorasi Meja,"Punya styrofoam yang tidak terpakai? Yuk, sulap menjadi dekorasi meja! Persiapkan terlebih dahulu Paku, Kapas, Kayu dan Lilin. Proses pembuatan bisa dilakukan dengan cara berikut: 1. gabungkan styrofoam dengan paku 2. kapas 3. kayu 4. lilin 5. bentuk menjadi dekorasi meja. Demikian cara membuat dekorasi meja dari styrofoam. Selamat berkreasi!",Plastik
Tempat Penyimpanan,"Punya kardus yang tidak terpakai? Yuk, sulap menjadi tempat penyimpanan! Persiapkan terlebih dahulu Lilin, Cat, Paku dan Kapas. Proses pembuatan bisa dilakukan dengan cara berikut: Langkah 1: potong kardus bekas menjadi ukuran sesuai kebutuhan Langkah 2: tambahkan lilin Langkah 3: cat Langkah 4: paku Langkah 5: kapas Langkah 6: jadikan tempat penyimpanan. Demikian cara membuat tempat penyimpanan dari kardus. Selamat berkreasi!",Kertas
Tas Kecil,"Berikut ide kreatif untuk memanfaatkan kain perca menjadi kerajinan yang berguna. Sebelum mulai, pastikan Anda memiliki: Lilin dan Stiker. Cara membuatnya cukup mudah: Langkah 1: potong kain perca menjadi ukuran sesuai kebutuhan Langkah 2: tambahkan lilin Langkah 3: stiker Langkah 4: jadikan tas kecil. Begitu mudahnya mengubah kain perca menjadi tas kecil. Ayo dicoba!",Tekstil
Rak Dinding,"Daripada dibuang, rak buku rusak bisa dikreasikan menjadi rak dinding yang cantik. Kumpulkan bahan-bahan berikut ini: Kain, Gunting, Paku dan Stiker. Proses pembuatan bisa dilakukan dengan cara berikut: Tahap 1: gabungkan rak buku rusak dengan kain Tahap 2: gunting Tahap 3: paku Tahap 4: stiker Tahap 5: bentuk menjadi rak dinding. Begitu mudahnya mengubah rak buku rusak menjadi rak dinding. Ayo dicoba!",Kayu
Hiasan Mozaik,"Mari mengubah pecahan kaca menjadi sesuatu yang bernilai dengan membuat hiasan mozaik. Sebelum mulai, pastikan Anda memiliki: Kapas, Cat dan Lem. Langkah-langkah pembuatannya adalah: 1. susun pecahan kaca sesuai pola 2. tambahkan kapas 3. cat 4. lem untuk menghias dan menjadikannya hiasan mozaik. Mudah bukan? Sekarang pecahan kaca Anda sudah menjadi hiasan mozaik yang bermanfaat.",Kaca
Hiasan Dinding,Mari mengubah kardus menjadi sesuatu yang bernilai dengan membuat hiasan dinding. Kumpulkan bahan-bahan berikut ini: Kain dan Lilin. Cara membuatnya cukup mudah: Tahap 1: susun kardus bekas sesuai pola Tahap 2: tambahkan kain Tahap 3: lilin untuk menghias dan menjadikannya hiasan dinding. Demikian cara membuat hiasan dinding dari kardus. Selamat berkreasi!,Kertas
Bunga Plastik,"Mari mengubah kantong plastik menjadi sesuatu yang bernilai dengan membuat bunga plastik. Sebelum mulai, pastikan Anda memiliki: Benang, Stiker, Paku dan Lem. Langkah-langkah pembuatannya adalah: 1. potong kantong plastik menjadi ukuran sesuai kebutuhan 2. tambahkan benang 3. stiker 4. paku 5. lem 6. jadikan bunga plastik. Mudah bukan? Sekarang kantong plastik Anda sudah menjadi bunga plastik yang bermanfaat.",Plastik
Meja Unik,Berikut ide kreatif untuk memanfaatkan ban menjadi kerajinan yang berguna. Kumpulkan bahan-bahan berikut ini: Cat dan Paku. Proses pembuatan bisa dilakukan dengan cara berikut: Langkah 1: potong ban bekas menjadi ukuran sesuai kebutuhan Langkah 2: tambahkan cat Langkah 3: paku Langkah 4: jadikan meja unik. Mudah bukan? Sekarang ban Anda sudah menjadi meja unik yang bermanfaat.,Karet
Bingkai Foto,"Daripada dibuang, styrofoam bisa dikreasikan menjadi bingkai foto yang cantik. Sebelum mulai, pastikan Anda memiliki: Kapas, Stiker, Paku dan Kayu. Ikuti langkah-langkah pembuatan berikut: 1. gabungkan styrofoam dengan kapas 2. stiker 3. paku 4. kayu 5. bentuk menjadi bingkai foto. Mudah bukan? Sekarang styrofoam Anda sudah menjadi bingkai foto yang bermanfaat.",Plastik
Tempat Penyimpanan,"Daripada dibuang, kardus bisa dikreasikan menjadi tempat penyimpanan yang cantik. Untuk membuatnya, siapkan bahan-bahan berikut: Cat, Kapas dan Lem. Cara membuatnya cukup mudah: Langkah 1: susun kardus bekas sesuai pola Langkah 2: tambahkan cat Langkah 3: kapas Langkah 4: lem untuk menghias dan menjadikannya tempat penyimpanan. Demikian cara membuat tempat penyimpanan dari kardus. Selamat berkreasi!",Kertas
Mainan Anak,"Mari mengubah kaleng minuman menjadi sesuatu yang bernilai dengan membuat mainan anak. Bahan yang diperlukan cukup sederhana: Lilin, Gunting, Paku dan Kain. Ikuti langkah-langkah pembuatan berikut: (1) potong kaleng minuman menjadi ukuran sesuai kebutuhan (2) tambahkan lilin (3) gunting (4) paku (5) kain (6) jadikan mainan anak. Demikian cara membuat mainan anak dari kaleng minuman. Selamat berkreasi!",Logam
Hiasan Dinding,"Mari mengubah kardus menjadi sesuatu yang bernilai dengan membuat hiasan dinding. Sebelum mulai, pastikan Anda memiliki: Lem, Cat, Benang dan Kapas. Ikuti langkah-langkah pembuatan berikut: Langkah 1: susun kardus bekas sesuai pola Langkah 2: tambahkan lem Langkah 3: cat Langkah 4: benang Langkah 5: kapas untuk menghias dan menjadikannya hiasan dinding. Begitu mudahnya mengubah kardus menjadi hiasan dinding. Ayo dicoba!",Kertas
Tempat Lilin,"Mari mengubah pecahan kaca menjadi sesuatu yang bernilai dengan membuat tempat lilin. Persiapkan terlebih dahulu Lilin dan Paku. Proses pembuatan bisa dilakukan dengan cara berikut: 1. bersihkan pecahan kaca 2. gunakan lilin 3. paku untuk memperkuat struktur dan ubah menjadi tempat lilin. Dengan kreativitas, pecahan kaca bisa menjadi tempat lilin yang berguna.",Kaca
Bunga Plastik,"Daripada dibuang, kantong plastik bisa dikreasikan menjadi bunga plastik yang cantik. Bahan yang diperlukan cukup sederhana: Lilin dan Kapas. Cara membuatnya cukup mudah: Tahap 1: potong kantong plastik menjadi ukuran sesuai kebutuhan Tahap 2: tambahkan lilin Tahap 3: kapas Tahap 4: jadikan bunga plastik. Begitu mudahnya mengubah kantong plastik menjadi bunga plastik. Ayo dicoba!",Plastik
Rak Dinding,"Berikut ide kreatif untuk memanfaatkan rak buku rusak menjadi kerajinan yang berguna. Bahan yang diperlukan cukup sederhana: Gunting, Kain dan Lem. Langkah-langkah pembuatannya adalah: Tahap 1: susun rak buku rusak sesuai pola Tahap 2: tambahkan gunting Tahap 3: kain Tahap 4: lem untuk menghias dan menjadikannya rak dinding. Dengan kreativitas, rak buku rusak bisa menjadi rak dinding yang berguna.",Kayu
Rak Dinding,"Berikut ide kreatif untuk memanfaatkan rak buku rusak menjadi kerajinan yang berguna. Persiapkan terlebih dahulu Paku, Gunting, Benang dan Lem. Cara membuatnya cukup mudah: Tahap 1: gabungkan rak buku rusak dengan paku Tahap 2: gunting Tahap 3: benang Tahap 4: lem Tahap 5: bentuk menjadi rak dinding. Mudah bukan? Sekarang rak buku rusak Anda sudah menjadi rak dinding yang bermanfaat.",Kayu
Hiasan Dinding,"Mari mengubah kain perca menjadi sesuatu yang bernilai dengan membuat hiasan dinding. Sebelum mulai, pastikan Anda memiliki: Stiker, Gunting, Lem dan Kayu. Cara membuatnya cukup mudah: Tahap 1: potong kain perca menjadi ukuran sesuai kebutuhan Tahap 2: tambahkan stiker Tahap 3: gunting Tahap 4: lem Tahap 5: kayu Tahap 6: jadikan hiasan dinding. Selamat mencoba! Semoga berhasil membuat hiasan dinding yang bagus.",Tekstil
Tempat Duduk,"Mari mengubah ban menjadi sesuatu yang bernilai dengan membuat tempat duduk. Kumpulkan bahan-bahan berikut ini: Kapas, Benang, Cat dan Kayu. Cara membuatnya cukup mudah: Tahap 1: potong ban bekas menjadi ukuran sesuai kebutuhan Tahap 2: tambahkan kapas Tahap 3: benang Tahap 4: cat Tahap 5: kayu Tahap 6: jadikan tempat duduk. Begitu mudahnya mengubah ban menjadi tempat duduk. Ayo dicoba!",Karet
Hiasan Mozaik,"Ingin mendaur ulang pecahan kaca? Anda bisa membuatnya menjadi hiasan mozaik yang menarik! Kumpulkan bahan-bahan berikut ini: Kapas, Cat dan Gunting. Cara membuatnya cukup mudah: 1. susun pecahan kaca sesuai pola 2. tambahkan kapas 3. cat 4. gunting untuk menghias dan menjadikannya hiasan mozaik. Begitu mudahnya mengubah pecahan kaca menjadi hiasan mozaik. Ayo dicoba!",Kaca
Ayunan Anak,"Daripada dibuang, ban bisa dikreasikan menjadi ayunan anak yang cantik. Persiapkan terlebih dahulu Gunting, Lilin dan Kayu. Berikut panduan lengkap pembuatannya: (1) gabungkan ban bekas dengan gunting (2) lilin (3) kayu (4) bentuk menjadi ayunan anak. Begitu mudahnya mengubah ban menjadi ayunan anak. Ayo dicoba!",Karet
Vas Dekorasi,"Berikut ide kreatif untuk memanfaatkan pecahan kaca menjadi kerajinan yang berguna. Bahan yang diperlukan cukup sederhana: Kayu, Lem, Lilin dan Gunting. Langkah-langkah pembuatannya adalah: Langkah 1: gabungkan pecahan kaca dengan kayu Langkah 2: lem Langkah 3: lilin Langkah 4: gunting Langkah 5: bentuk menjadi vas dekorasi. Demikian cara membuat vas dekorasi dari pecahan kaca. Selamat berkreasi!",Kaca
Hiasan Mozaik,"Mari mengubah pecahan kaca menjadi sesuatu yang bernilai dengan membuat hiasan mozaik. Kumpulkan bahan-bahan berikut ini: Benang, Kapas dan Lem. Proses pembuatan bisa dilakukan dengan cara berikut: Langkah 1: bersihkan pecahan kaca Langkah 2: gunakan benang Langkah 3: kapas Langkah 4: lem untuk memperkuat struktur dan ubah menjadi hiasan mozaik. Selamat mencoba! Semoga berhasil membuat hiasan mozaik yang bagus.",Kaca
Mainan Baru,"Berikut ide kreatif untuk memanfaatkan mainan menjadi kerajinan yang berguna. Sebelum mulai, pastikan Anda memiliki: Benang, Stiker dan Paku. Berikut panduan lengkap pembuatannya: Langkah 1: bersihkan mainan bekas Langkah 2: gunakan benang Langkah 3: stiker Langkah 4: paku untuk memperkuat struktur dan ubah menjadi mainan baru. Begitu mudahnya mengubah mainan menjadi mainan baru. Ayo dicoba!",Lainnya
Tempat Sampah Unik,"Daripada dibuang, kaleng minuman bisa dikreasikan menjadi tempat sampah unik yang cantik. Persiapkan terlebih dahulu Kayu, Stiker dan Lilin. Cara membuatnya cukup mudah: 1. potong kaleng minuman menjadi ukuran sesuai kebutuhan 2. tambahkan kayu 3. stiker 4. lilin 5. jadikan tempat sampah unik. Begitu mudahnya mengubah kaleng minuman menjadi tempat sampah unik. Ayo dicoba!",Logam
Bingkai Foto,"Punya styrofoam yang tidak terpakai? Yuk, sulap menjadi bingkai foto! Bahan yang diperlukan cukup sederhana: Kapas, Lem, Paku dan Kain. Langkah-langkah pembuatannya adalah: (1) gabungkan styrofoam dengan kapas (2) lem (3) paku (4) kain (5) bentuk menjadi bingkai foto. Mudah bukan? Sekarang styrofoam Anda sudah menjadi bingkai foto yang bermanfaat.",Plastik
Mainan Anak,"Punya kaleng minuman yang tidak terpakai? Yuk, sulap menjadi mainan anak! Kumpulkan bahan-bahan berikut ini: Gunting, Kapas dan Stiker. Proses pembuatan bisa dilakukan dengan cara berikut: Langkah 1: susun kaleng minuman sesuai pola Langkah 2: tambahkan gunting Langkah 3: kapas Langkah 4: stiker untuk menghias dan menjadikannya mainan anak. Selamat mencoba! Semoga berhasil membuat mainan anak yang bagus.",Logam
Mainan Anak,"Ingin mendaur ulang kaleng minuman? Anda bisa membuatnya menjadi mainan anak yang menarik! Untuk membuatnya, siapkan bahan-bahan berikut: Gunting, Lilin dan Lem. Ikuti langkah-langkah pembuatan berikut: Langkah 1: bersihkan kaleng minuman Langkah 2: gunakan gunting Langkah 3: lilin Langkah 4: lem untuk memperkuat struktur dan ubah menjadi mainan anak. Begitu mudahnya mengubah kaleng minuman menjadi mainan anak. Ayo dicoba!",Logam
Tempat Sampah Unik,"Mari mengubah kaleng minuman menjadi sesuatu yang bernilai dengan membuat tempat sampah unik. Kumpulkan bahan-bahan berikut ini: Cat, Gunting dan Kayu. Berikut panduan lengkap pembuatannya: (1) bersihkan kaleng minuman (2) gunakan cat (3) gunting (4) kayu untuk memperkuat struktur dan ubah menjadi tempat sampah unik. Begitu mudahnya mengubah kaleng minuman menjadi tempat sampah unik. Ayo dicoba!",Logam
Ayunan Anak,"Daripada dibuang, ban bisa dikreasikan menjadi ayunan anak yang cantik. Sebelum mulai, pastikan Anda memiliki: Paku dan Kain. Langkah-langkah pembuatannya adalah: 1. potong ban bekas menjadi ukuran sesuai kebutuhan 2. tambahkan paku 3. kain 4. jadikan ayunan anak. Dengan kreativitas, ban bisa menjadi ayunan anak yang berguna.",Karet
Anyaman Tas,"Mari mengubah kantong plastik menjadi sesuatu yang bernilai dengan membuat anyaman tas. Sebelum mulai, pastikan Anda memiliki: Kayu, Stiker dan Paku. Ikuti langkah-langkah pembuatan berikut: 1. gabungkan kantong plastik dengan kayu 2. stiker 3. paku 4. bentuk menjadi anyaman tas. Dengan kreativitas, kantong plastik bisa menjadi anyaman tas yang berguna.",Plastik
Dekorasi Meja,"Ingin mendaur ulang styrofoam? Anda bisa membuatnya menjadi dekorasi meja yang menarik! Persiapkan terlebih dahulu Kapas, Cat, Benang dan Kayu. Cara membuatnya cukup mudah: Tahap 1: bersihkan styrofoam Tahap 2: gunakan kapas Tahap 3: cat Tahap 4: benang Tahap 5: kayu untuk memperkuat struktur dan ubah menjadi dekorasi meja. Dengan kreativitas, styrofoam bisa menjadi dekorasi meja yang berguna.",Plastik
Vas Dekorasi,"Mari mengubah pecahan kaca menjadi sesuatu yang bernilai dengan membuat vas dekorasi. Untuk membuatnya, siapkan bahan-bahan berikut: Lilin, Kayu, Benang dan Kapas. Berikut panduan lengkap pembuatannya: (1) potong pecahan kaca menjadi ukuran sesuai kebutuhan (2) tambahkan lilin (3) kayu (4) benang (5) kapas (6) jadikan vas dekorasi. Begitu mudahnya mengubah pecahan kaca menjadi vas dekorasi. Ayo dicoba!",Kaca
Miniatur Kendaraan,"Mari mengubah kaleng minuman menjadi sesuatu yang bernilai dengan membuat miniatur kendaraan. Kumpulkan bahan-bahan berikut ini: Lilin, Stiker, Lem dan Paku. Ikuti langkah-langkah pembuatan berikut: Langkah 1: potong kaleng minuman menjadi ukuran sesuai kebutuhan Langkah 2: tambahkan lilin Langkah 3: stiker Langkah 4: lem Langkah 5: paku Langkah 6: jadikan miniatur kendaraan. Begitu mudahnya mengubah kaleng minuman menjadi miniatur kendaraan. Ayo dicoba!",Logam
Boneka Mini,"Ingin mendaur ulang kain perca? Anda bisa membuatnya menjadi boneka mini yang menarik! Bahan yang diperlukan cukup sederhana: Kain, Cat, Paku dan Stiker. Langkah-langkah pembuatannya adalah: (1) bersihkan kain perca (2) gunakan kain (3) cat (4) paku (5) stiker untuk memperkuat struktur dan ubah menjadi boneka mini. Demikian cara membuat boneka mini dari kain perca. Selamat berkreasi!",Tekstil
Bingkai Foto,"Ingin mendaur ulang styrofoam? Anda bisa membuatnya menjadi bingkai foto yang menarik! Untuk membuatnya, siapkan bahan-bahan berikut: Paku, Kapas dan Benang. Ikuti langkah-langkah pembuatan berikut: 1. gabungkan styrofoam dengan paku 2. kapas 3. benang 4. bentuk menjadi bingkai foto. Dengan kreativitas, styrofoam bisa menjadi bingkai foto yang berguna.",Plastik
